,theta_amp
01,0.9937464507650658
02,0.996846001133916
03,0.9996739348116601
04,0.997306462815414
05,0.9976153168489729
06,0.9987510659685812
07,0.9984954885761337
08,0.9952085312757581
09,0.9965113066194432
10,0.9997182863181505
11,0.9996318306069396
12,0.996931073898624
13,0.9999070459334535
14,0.9959755666537276
15,0.9958356352412842
16,0.9993982380771889
17,0.9972387505363581
18,0.9965934199553533
19,0.9990720531456568
20,0.9998138343271542
