,beta_amp
01,0.9902789693713959
02,0.9927193068257772
03,0.9989117021769711
04,0.9994986367468326
05,0.9873420771297523
06,0.9928766804498882
07,0.9994204256099418
08,0.9979434303635986
09,0.9894770809990004
10,0.9997292313664595
11,0.9833413148168918
12,0.9960288253479646
13,0.9992791611127434
14,0.9993662529477578
15,0.9739328928378743
16,0.9978452366334941
17,0.9912377327157462
18,0.9979771287038094
19,0.9980754600669214
20,0.9951362279215674
