sub_id,peak_acc,is_good
1,0.536935763888889,0
2,0.513758680555556,0
3,0.626345486111111,1
4,0.546961805555556,0
5,0.591059027777778,1
6,0.55625,1
7,0.582638888888889,1
8,0.562413194444444,1
9,0.582682291666667,1
10,0.548307291666667,0
11,0.603342013888889,1
12,0.556857638888889,1
13,0.570052083333333,1
14,0.563975694444444,1
15,0.531076388888889,0
16,0.574088541666667,1
17,0.538628472222222,0
18,0.521918402777778,0
19,0.537152777777778,0
20,0.537196180555556,0
