,gen_amp,kurtosis
01,99.63898687176278,9.872304556879579
02,98.96766902811542,5.50585025495284
03,99.98687787440375,10.322015502677953
04,98.62257921267694,0.9066033516332923
05,99.87379187295768,8.753313963506733
06,99.87220603360483,8.338275283160653
07,99.70355942607362,2.306599881345895
08,99.89617824703872,3.961048668582933
09,48.655239162788945,1932.9771328980535
10,97.75968369298205,16.543274894097706
11,99.63795775128652,20.475785047374554
12,92.10466405533879,1513.0453771229136
13,99.83671899241592,9.441247063809167
14,99.98616141091719,4.1127217091505
15,97.88075698634276,9.19437758182332
16,99.92267062507919,12.293465723160526
17,99.84153665667577,5.96393191579909
18,96.56287412412905,14.3796179508997
19,99.67813651381957,26.50544406349293
20,98.3088728892578,12.340233998273991
