,theta_amp
01,0.998346737229623
02,0.9995601281861523
03,0.9918519756208647
04,0.9993671022148088
05,0.9994489852063799
06,0.9985800382593216
07,0.9996221474163873
08,0.9949834184027271
09,0.9971207221440503
10,0.9970480228901172
11,0.9996067989659101
12,0.9987847955926973
13,0.9993801030777546
14,0.9983325281125859
15,0.9990576018263314
16,0.9960688508329506
17,0.9998528503710538
18,0.9985387712560023
19,0.999423888485506
20,0.9954629645351746
