sub_id,peak_acc,is_good
1,0.536676003734827,0
2,0.592614379084967,1
3,0.5590639589169,1
4,0.56141223155929,1
5,0.627763772175537,1
6,0.547539682539683,0
7,0.543036881419234,0
8,0.560247432306256,1
9,0.544869281045752,0
10,0.55343370681606,1
11,0.532696078431373,0
12,0.539638188608777,0
13,0.522609710550887,0
14,0.601598972922502,1
15,0.517642390289449,0
16,0.54327497665733,0
17,0.526533613445378,0
18,0.582535014005602,1
19,0.567215219421102,1
20,0.610112044817927,1
