,theta_amp
01,0.9971285852941668
02,0.9991351338668963
03,0.9958416300856267
04,0.9991708259090092
05,0.9990808858980019
06,0.9992617206111966
07,0.9984064381822398
08,0.9961077965367798
09,0.9994526319169981
10,0.9983919335067423
11,0.9987713114961264
12,0.9986730368683329
13,0.9995023383361861
14,0.9994566250484431
15,0.9980082943252553
16,0.9979997686390193
17,0.9995136139182493
18,0.9916777403180354
19,0.9992223902280474
20,0.9959974159929021
