sub_id,peak_acc,is_good
1,0.591123188405797,1
2,0.589538043478261,1
3,0.560235507246377,1
4,0.586684782608696,1
5,0.692436594202899,1
6,0.587590579710145,1
7,0.525815217391304,0
8,0.532835144927536,0
9,0.56598731884058,1
10,0.598369565217391,1
11,0.545878623188406,0
12,0.521105072463768,0
13,0.596603260869565,1
14,0.575226449275362,1
15,0.560054347826087,1
16,0.535326086956522,0
17,0.596557971014493,1
18,0.539855072463768,0
19,0.564447463768116,1
20,0.585960144927536,1
