sub_id,peak_acc,is_good
1,0.48797977787945,1
2,0.446261917044617,1
3,-0.324922538959297,0
4,0.371169767541916,1
5,3.15434705466578,1
6,0.395008545161822,1
7,-1.23079608851567,0
8,-1.04604556196141,0
9,-0.173546301072903,0
10,0.678689998838685,1
11,-0.702767164234787,0
12,-1.35475773213918,0
13,0.632204382479871,1
14,0.0696092306501251,1
15,-0.329690294483278,0
16,-0.980488923506674,0
17,0.631012443598876,1
18,-0.861295035407152,0
19,-0.214072223026741,0
20,0.352098745445993,1
